id,product_kr,product_en,hook_key,hook_kr,overlay_text_kr,scene_kr,persona_kr,style_kr,color_kr,aspect_ratio,size,ig_format,image_prompt,negative_prompt,status,image_path
yg_0041,키즈,Kids,before_after,비포·애프터,퇴근 전 vs 퇴근 후 내 모습,햇살 드는 거실 창가,시니어 부모님,라이프스타일 와이드,차콜 그레이,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 차콜 그레이 fabric color, an elderly parent resting comfortably, sunlit living room by a large window, soft daylight, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0042,프라임,Prime,season_hook,시즌·타이밍,"장마철, 집이 가장 좋아지는 이유",겨울 러그 깔린 마루,아이와 부모 가족,미니멀 제품 히어로,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 오트밀 화이트 fabric color, a parent and a child playing, winter living room with rug, cozy ondol floor warmth, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0043,더블,Double,humor_relatable,유머·공감,‘잠깐만 누울게’ → 3시간 경과,아늑한 원룸,책 읽는 학생,파스텔 팝 컬러블록,오트밀 화이트,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 오트밀 화이트 fabric color, a student reading a book, cozy compact studio apartment, minimal Korean interior, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0044,피라미드,Pyramid,fomo_scarcity,FOMO·희소성,다들 이미 거실에 하나씩 들였대요,게이밍 셋업 방,친구들 홈파티,한 손 스케일 비교,테라코타,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (삼각 쿠션형 빈백, 등·허리 받침용 보조 쿠션), 테라코타 fabric color, a few friends hanging out, casual home party, gaming room with RGB lights and a desk setup, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0045,서포트,Support,before_after,비포·애프터,어제의 허리 vs 오늘의 허리,펜션·풀빌라 거실,친구들 홈파티,스플릿 비교 컷,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 더스티 핑크 fabric color, a few friends hanging out, casual home party, vacation pension living room, premium resort vibe, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0046,맥스,Max,pattern_interrupt,패턴 인터럽트,"잠깐, 저 사람 지금 소파 안으로 빨려 들어감",감성 카페 라운지,반려묘와 함께,라이프스타일 와이드,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (6피트 풀사이즈 빈백 소파, 1인이 완전히 누울 수 있는 길이), 라벤더 fabric color, a person with a cat curled up nearby, trendy cafe lounge interior, warm wood tones, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0047,키즈,Kids,fomo_scarcity,FOMO·희소성,한정 컬러 — 재입고 없음,무드등 켜진 밤 침실,반려견과 집사,라이프스타일 와이드,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 더스티 핑크 fabric color, a person with a small dog cuddling, dim bedroom at night with warm mood lighting, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0048,미니,Mini,pattern_interrupt,패턴 인터럽트,끝까지 안 보면 손해,겨울 러그 깔린 마루,시니어 부모님,한 손 스케일 비교,오트밀 화이트,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 오트밀 화이트 fabric color, an elderly parent resting comfortably, winter living room with rug, cozy ondol floor warmth, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0049,키즈,Kids,curiosity_gap,호기심 갭,"이 소파, 3초만 앉으면 못 일어나는 이유",펜션·풀빌라 거실,시니어 부모님,스플릿 비교 컷,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 크림 베이지 fabric color, an elderly parent resting comfortably, vacation pension living room, premium resort vibe, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0050,슬림,Slim,asmr_sensory,감각·ASMR,무중력으로 가라앉는 30초,한강 피크닉 잔디,시니어 부모님,탑다운 플랫레이,올리브 그린,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (좁은 폭의 빈백, 1인 라운지 체어 형태), 올리브 그린 fabric color, an elderly parent resting comfortably, Hangang river park lawn picnic, outdoor daytime, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0051,팟,Pod,price_value,가치·합리화,버리는 소파 vs 평생 가는 소파,발코니·테라스,아이와 부모 가족,파스텔 팝 컬러블록,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 라벤더 fabric color, a parent and a child playing, apartment balcony with plants and city view, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0052,드롭,Drop,curiosity_gap,호기심 갭,이걸 본 사람들이 소파를 버렸습니다,아늑한 원룸,친구들 홈파티,미니멀 제품 히어로,딥 네이비,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 딥 네이비 fabric color, a few friends hanging out, casual home party, cozy compact studio apartment, minimal Korean interior, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0053,피라미드,Pyramid,before_after,비포·애프터,어제의 허리 vs 오늘의 허리,펜션·풀빌라 거실,게이머 청년,탑다운 플랫레이,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (삼각 쿠션형 빈백, 등·허리 받침용 보조 쿠션), 라벤더 fabric color, a young gamer with a controller, vacation pension living room, premium resort vibe, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
